emp_no,first_name,last_name,to_date,title,from_date
52590,Jouni,Munoz,9999-01-01,Senior Staff,2000-11-25
52970,Lobel,Werthner,9999-01-01,Senior Engineer,1997-03-17
52970,Lobel,Werthner,9999-01-01,Engineer,1988-03-17
54198,Shaowen,Segond,9999-01-01,Senior Engineer,1993-01-06
54198,Shaowen,Segond,9999-01-01,Engineer,1986-01-06
54800,Breannda,Cangellaris,9999-01-01,Staff,2000-01-27
56209,Remzi,Douceur,9999-01-01,Senior Engineer,1998-12-01
56209,Remzi,Douceur,9999-01-01,Engineer,1992-12-01
56847,Menkae,Chinin,9999-01-01,Senior Engineer,1989-08-19
59869,Zsolt,Riefers,9999-01-01,Staff,1987-09-25
59869,Zsolt,Riefers,9999-01-01,Senior Staff,1994-09-25
60559,Jeanna,Stemann,9999-01-01,Senior Engineer,1996-08-29
60559,Jeanna,Stemann,9999-01-01,Engineer,1988-08-29
61541,Kasidit,Papsdorf,9999-01-01,Senior Engineer,1999-08-17
61541,Kasidit,Papsdorf,9999-01-01,Engineer,1993-08-17
62245,Adel,Bressoud,9999-01-01,Engineer,1995-08-30
63706,Sedat,Itzigehl,9999-01-01,Engineer,1997-07-31
64023,Laurentiu,Benzmuller,9999-01-01,Senior Engineer,1999-11-08
65998,Mandell,Alameldin,9999-01-01,Staff,1989-04-08
65998,Mandell,Alameldin,9999-01-01,Senior Staff,1996-04-08
65883,Patricia,Pepe,9999-01-01,Staff,1991-04-19
65883,Patricia,Pepe,9999-01-01,Senior Staff,1996-04-18
66382,Domenico,Candan,9999-01-01,Engineer,1997-07-13
66643,Jianhao,Tomescu,9999-01-01,Engineer,1996-08-26
67320,Sadok,Lorys,9999-01-01,Senior Staff,1987-05-10
74200,Holgard,Weiland,9999-01-01,Senior Engineer,1991-09-24
77030,Faiza,Garnham,9999-01-01,Technique Leader,1986-03-02
79606,Arnd,Peir,9999-01-01,Senior Engineer,1986-12-11
80432,Stella,Figueira,9999-01-01,Staff,1990-03-14
80432,Stella,Figueira,9999-01-01,Senior Staff,1998-03-14
80203,Shakhar,Baik,9999-01-01,Staff,1993-12-01
80850,Koldo,Luit,9999-01-01,Senior Engineer,2001-04-15
80850,Koldo,Luit,9999-01-01,Engineer,1995-04-16
81105,Jaewon,Boissier,9999-01-01,Senior Engineer,1998-05-24
81105,Jaewon,Boissier,9999-01-01,Engineer,1992-05-24
82351,Stevo,Thambidurai,9999-01-01,Senior Staff,1989-10-27
84840,Sverrir,Neimat,9999-01-01,Staff,1996-11-03
84451,Shiv,Aumann,9999-01-01,Senior Engineer,1998-06-14
85702,Udi,Merks,9999-01-01,Engineer,1997-08-15
85414,Chiradeep,Callaway,9999-01-01,Staff,1999-07-30
88103,Goo,Bresenham,9999-01-01,Senior Staff,1999-01-31
88422,Jungsoon,Birsak,9999-01-01,Technique Leader,1985-04-03
90077,Vivian,Guerreiro,9999-01-01,Engineer,1998-07-08
90077,Vivian,Guerreiro,9999-01-01,Assistant Engineer,1991-07-08
92598,Ranga,Merro,9999-01-01,Assistant Engineer,1996-05-11
92846,Anyuan,Kropatsch,9999-01-01,Staff,1986-09-05
92846,Anyuan,Kropatsch,9999-01-01,Senior Staff,1993-09-05
93040,Jaques,Kabayashi,9999-01-01,Senior Engineer,1992-03-13
99590,Dhritiman,Anily,9999-01-01,Staff,1998-12-16
103342,Beshir,Hellwagner,9999-01-01,Engineer,1998-02-03
109252,Moty,Winter,9999-01-01,Technique Leader,1991-04-28
109953,Godehard,Chorvat,9999-01-01,Staff,1988-04-10
109953,Godehard,Chorvat,9999-01-01,Senior Staff,1996-04-10
200267,Chuanti,Luff,9999-01-01,Staff,1994-09-21
200267,Chuanti,Luff,9999-01-01,Senior Staff,2000-09-20
200363,Kirk,Quaggetto,9999-01-01,Senior Engineer,1995-06-30
200363,Kirk,Quaggetto,9999-01-01,Engineer,1987-06-30
201708,Anneli,Perl,9999-01-01,Staff,1992-09-08
201708,Anneli,Perl,9999-01-01,Senior Staff,2000-09-08
202414,Zvonko,Murthy,9999-01-01,Senior Staff,1992-01-07
202950,Giordano,Pietrzykowski,9999-01-01,Senior Staff,1987-03-26
204246,Arve,Worfolk,9999-01-01,Staff,1985-04-01
204246,Arve,Worfolk,9999-01-01,Senior Staff,1990-04-01
205660,Kien,Barreiro,9999-01-01,Staff,1997-08-25
208639,Larisa,Lukaszewicz,9999-01-01,Staff,1989-10-10
208639,Larisa,Lukaszewicz,9999-01-01,Senior Staff,1994-10-10
211967,Anwar,Bain,9999-01-01,Senior Engineer,1998-01-22
211967,Anwar,Bain,9999-01-01,Engineer,1989-01-22
213384,Pranas,Narwekar,9999-01-01,Senior Engineer,1993-09-26
213384,Pranas,Narwekar,9999-01-01,Engineer,1985-09-26
214634,Shirish,Vickson,9999-01-01,Senior Engineer,1997-10-24
214634,Shirish,Vickson,9999-01-01,Engineer,1989-10-24
214995,Dinkar,Hoppenstand,9999-01-01,Engineer,1994-05-04
216342,Aiichiro,Cromarty,9999-01-01,Senior Engineer,2000-06-09
216342,Aiichiro,Cromarty,9999-01-01,Engineer,1995-06-10
217272,Yuchang,Eldridge,9999-01-01,Staff,1986-08-01
217272,Yuchang,Eldridge,9999-01-01,Senior Staff,1991-08-01
218100,Jiong,Garnham,9999-01-01,Staff,1990-01-02
218100,Jiong,Garnham,9999-01-01,Senior Staff,1999-01-02
220611,Yuping,Babb,9999-01-01,Staff,1995-01-31
220611,Yuping,Babb,9999-01-01,Senior Staff,2002-01-31
221435,Djenana,Marrevee,9999-01-01,Senior Engineer,2000-02-06
221435,Djenana,Marrevee,9999-01-01,Engineer,1994-02-06
222206,Stein,Uludag,9999-01-01,Staff,1988-01-30
222206,Stein,Uludag,9999-01-01,Senior Staff,1995-01-30
222770,Kazuhiko,Kushner,9999-01-01,Senior Engineer,1995-08-01
228766,Nahla,Smailagic,9999-01-01,Senior Engineer,1996-11-21
228766,Nahla,Smailagic,9999-01-01,Engineer,1991-11-22
230126,Bezalel,Radivojevic,9999-01-01,Staff,1988-07-02
230126,Bezalel,Radivojevic,9999-01-01,Senior Staff,1995-07-03
230579,Shahar,Negoita,9999-01-01,Staff,1994-03-19
230579,Shahar,Negoita,9999-01-01,Senior Staff,2000-03-18
231459,Nectarios,Pramanik,9999-01-01,Assistant Engineer,1999-11-18
233394,Khalid,Lenart,9999-01-01,Engineer,1995-12-24
234195,Luerbio,Terkki,9999-01-01,Staff,1991-05-14
234195,Luerbio,Terkki,9999-01-01,Senior Staff,1998-05-14
242104,Richara,Sudkamp,9999-01-01,Staff,1989-09-05
242104,Richara,Sudkamp,9999-01-01,Senior Staff,1994-09-05
242800,Kazuyasu,Levergood,9999-01-01,Engineer,1996-02-10
243898,Arch,Basawa,9999-01-01,Staff,1998-05-10
244605,Masoud,Suwa,9999-01-01,Staff,1989-11-25
244605,Masoud,Suwa,9999-01-01,Senior Staff,1997-11-25
244624,Boaz,Seuren,9999-01-01,Staff,1987-03-27
244624,Boaz,Seuren,9999-01-01,Senior Staff,1994-03-27
245396,Gift,Bottner,9999-01-01,Staff,1995-03-04
245396,Gift,Bottner,9999-01-01,Senior Staff,2002-03-04
245664,Manohar,Kilgore,9999-01-01,Staff,1998-11-17
246764,Shuzo,Czaja,9999-01-01,Staff,1997-11-29
249504,Dmitry,Velardi,9999-01-01,Senior Engineer,2000-02-29
249504,Dmitry,Velardi,9999-01-01,Engineer,1994-03-01
251403,Utpal,DuBourdieux,9999-01-01,Technique Leader,1997-11-19
251814,Mitsuyuki,Zockler,9999-01-01,Technique Leader,1998-09-14
254044,Gunilla,Brendel,9999-01-01,Senior Engineer,2000-04-10
254044,Gunilla,Brendel,9999-01-01,Engineer,1992-04-10
255657,Oldrich,Cyre,9999-01-01,Senior Engineer,1994-02-10
255657,Oldrich,Cyre,9999-01-01,Engineer,1985-02-10
256881,Ioana,Jakobus,9999-01-01,Senior Engineer,1999-08-10
256881,Ioana,Jakobus,9999-01-01,Engineer,1990-08-10
256888,Heather,Pehl,9999-01-01,Staff,1993-09-15
259273,Xiahua,Gomatam,9999-01-01,Senior Engineer,1989-12-01
260501,Dzung,Pargas,9999-01-01,Technique Leader,1990-05-17
261662,Berni,Assaf,9999-01-01,Senior Staff,1989-09-08
261990,Volkmar,Czaja,9999-01-01,Staff,1992-04-01
261990,Volkmar,Czaja,9999-01-01,Senior Staff,1998-04-01
263186,Danny,Lowrie,9999-01-01,Technique Leader,1995-09-13
263370,Shakhar,Ranze,9999-01-01,Staff,1999-05-29
265521,Kensei,Salverda,9999-01-01,Senior Engineer,2001-05-25
265521,Kensei,Salverda,9999-01-01,Engineer,1993-05-25
265558,Susuma,Kleiser,9999-01-01,Staff,1987-08-02
265558,Susuma,Kleiser,9999-01-01,Senior Staff,1994-08-02
267304,Jordanka,Axelband,9999-01-01,Senior Staff,1994-06-27
268043,Narain,Mikschl,9999-01-01,Engineer,1997-11-02
272285,Gully,Mitchem,9999-01-01,Staff,1986-01-22
272285,Gully,Mitchem,9999-01-01,Senior Staff,1995-01-22
272599,Holgard,Hegner,9999-01-01,Staff,1993-07-15
272599,Holgard,Hegner,9999-01-01,Senior Staff,1998-07-15
274271,Prodip,Ritcey,9999-01-01,Staff,1986-09-10
274271,Prodip,Ritcey,9999-01-01,Senior Staff,1993-09-10
278953,Jeanna,Ghandeharizadeh,9999-01-01,Senior Engineer,1990-08-11
279115,Maren,DuCasse,9999-01-01,Engineer,1997-11-29
281570,Zijian,Covnot,9999-01-01,Assistant Engineer,1994-09-13
282343,Xinglin,Haldar,9999-01-01,Staff,1988-07-20
282343,Xinglin,Haldar,9999-01-01,Senior Staff,1993-07-20
282585,Zijian,Lammel,9999-01-01,Staff,1996-07-01
284431,Pintsang,Fujisawa,9999-01-01,Staff,1996-04-16
284431,Pintsang,Fujisawa,9999-01-01,Senior Staff,2002-04-16
284691,Theron,Ressouche,9999-01-01,Senior Engineer,1994-08-17
284691,Theron,Ressouche,9999-01-01,Engineer,1988-08-17
284954,Anneke,Hammerschmidt,9999-01-01,Engineer,1996-01-30
286026,Utpal,Zaumen,9999-01-01,Staff,1991-02-25
286026,Utpal,Zaumen,9999-01-01,Senior Staff,1997-02-24
285906,Arnould,Buescher,9999-01-01,Engineer,1998-03-26
287609,Sailaja,Negoita,9999-01-01,Senior Engineer,2000-01-19
287609,Sailaja,Negoita,9999-01-01,Engineer,1994-01-19
287609,Sailaja,Negoita,9999-01-01,Assistant Engineer,1988-01-20
289909,Hilari,Vecchio,9999-01-01,Staff,1993-04-24
289909,Hilari,Vecchio,9999-01-01,Senior Staff,1998-04-24
290563,Shigehiro,Oxenboll,9999-01-01,Senior Engineer,1986-02-26
290769,Lalit,Blokdijk,9999-01-01,Senior Engineer,1999-02-01
293280,Moti,Steenbeek,9999-01-01,Senior Engineer,1993-01-21
293280,Moti,Steenbeek,9999-01-01,Engineer,1987-01-22
293329,Fumiya,Griswold,9999-01-01,Senior Engineer,1994-06-12
293329,Fumiya,Griswold,9999-01-01,Engineer,1986-06-12
294857,Caolyn,Ozeri,9999-01-01,Senior Engineer,1993-07-29
294857,Caolyn,Ozeri,9999-01-01,Engineer,1986-07-29
295030,Fun,Keirsey,9999-01-01,Senior Staff,1985-07-09
295255,Jacopo,Bellone,9999-01-01,Technique Leader,1988-03-13
296062,Shaz,Driscoll,9999-01-01,Staff,1998-10-03
296428,Charmane,Simmen,9999-01-01,Staff,1989-03-07
296428,Charmane,Simmen,9999-01-01,Senior Staff,1997-03-07
298339,King,Benzmuller,9999-01-01,Senior Engineer,1995-09-04
298339,King,Benzmuller,9999-01-01,Engineer,1986-09-04
299346,Fumitake,Sichman,9999-01-01,Senior Staff,1991-02-21
400683,Kamakshi,Manders,9999-01-01,Staff,1995-08-05
401154,Danae,Kragelund,9999-01-01,Staff,1987-05-20
401154,Danae,Kragelund,9999-01-01,Senior Staff,1993-05-19
401420,Florian,Uhrig,9999-01-01,Senior Staff,1987-01-31
402664,Subhada,Janetzko,9999-01-01,Senior Engineer,1987-01-25
403621,Deborah,Kaminger,9999-01-01,Staff,1988-06-04
403621,Deborah,Kaminger,9999-01-01,Senior Staff,1997-06-04
403644,Krisda,Hainaut,9999-01-01,Staff,1995-07-08
403644,Krisda,Hainaut,9999-01-01,Senior Staff,2000-07-07
403954,Jeanna,Bratten,9999-01-01,Senior Engineer,1997-07-26
403954,Jeanna,Bratten,9999-01-01,Engineer,1990-07-26
404236,Zengping,Kakkar,9999-01-01,Senior Engineer,1996-07-22
404236,Zengping,Kakkar,9999-01-01,Engineer,1988-07-22
404462,Anestis,Setlzner,9999-01-01,Senior Engineer,1991-07-13
404462,Anestis,Setlzner,9999-01-01,Engineer,1985-07-13
406847,Alexius,Crouzet,9999-01-01,Staff,1999-10-05
408447,Mayuri,Werthner,9999-01-01,Staff,1990-08-19
408447,Mayuri,Werthner,9999-01-01,Senior Staff,1999-08-19
410616,Gudjon,Kalorkoti,9999-01-01,Senior Engineer,1999-04-14
410616,Gudjon,Kalorkoti,9999-01-01,Engineer,1994-04-14
410881,Koichi,Grabner,9999-01-01,Senior Engineer,1990-04-24
411082,Martine,Cangellaris,9999-01-01,Senior Engineer,1998-04-28
411082,Martine,Cangellaris,9999-01-01,Engineer,1992-04-28
414814,Dayanand,Wielonsky,9999-01-01,Staff,1999-02-15
418309,Danel,Petereit,9999-01-01,Senior Engineer,1994-02-21
418309,Danel,Petereit,9999-01-01,Engineer,1985-02-21
418717,Arunachalam,Magliocco,9999-01-01,Staff,1987-12-23
418717,Arunachalam,Magliocco,9999-01-01,Senior Staff,1992-12-22
419099,Heon,Broomell,9999-01-01,Staff,1998-05-06
419953,Ung,Orlowski,9999-01-01,Staff,1991-07-22
419953,Ung,Orlowski,9999-01-01,Senior Staff,1998-07-22
420557,Mabhin,Eastman,9999-01-01,Staff,1989-08-02
420557,Mabhin,Eastman,9999-01-01,Senior Staff,1994-08-02
421033,Garnik,Randt,9999-01-01,Staff,1989-12-23
421033,Garnik,Randt,9999-01-01,Senior Staff,1994-12-23
423214,Tsutomu,Tetzlaff,9999-01-01,Staff,1987-09-24
423214,Tsutomu,Tetzlaff,9999-01-01,Senior Staff,1993-09-23
424685,Changho,Veevers,9999-01-01,Senior Staff,1997-03-03
424805,Jacqueline,Zallocco,9999-01-01,Staff,1987-12-17
424805,Jacqueline,Zallocco,9999-01-01,Senior Staff,1994-12-17
426168,Kaijung,Mateescu,9999-01-01,Staff,1987-11-18
426168,Kaijung,Mateescu,9999-01-01,Senior Staff,1992-11-17
428160,Jamaludin,Kalorkoti,9999-01-01,Staff,1993-07-14
428160,Jamaludin,Kalorkoti,9999-01-01,Senior Staff,2001-07-14
432031,Adamantios,Matzat,9999-01-01,Staff,1987-03-01
432031,Adamantios,Matzat,9999-01-01,Senior Staff,1993-02-28
432787,Toshiko,Ibel,9999-01-01,Senior Engineer,1996-11-23
434936,Sahrah,Rosis,9999-01-01,Senior Engineer,2000-06-23
434936,Sahrah,Rosis,9999-01-01,Engineer,1994-06-24
439924,Gunilla,Kisuki,9999-01-01,Staff,1994-08-14
439924,Gunilla,Kisuki,9999-01-01,Senior Staff,2000-08-13
440450,Tzvetan,Scharstein,9999-01-01,Staff,1994-06-16
440450,Tzvetan,Scharstein,9999-01-01,Senior Staff,1999-06-16
441965,Claudi,Heijenga,9999-01-01,Staff,1988-08-30
441965,Claudi,Heijenga,9999-01-01,Senior Staff,1994-08-30
444099,Kousuke,Worfolk,9999-01-01,Staff,1988-03-22
444099,Kousuke,Worfolk,9999-01-01,Senior Staff,1997-03-22
447999,Shiv,Vilarrasa,9999-01-01,Senior Engineer,1995-08-01
447999,Shiv,Vilarrasa,9999-01-01,Engineer,1990-08-01
447966,Kamakshi,Hebert,9999-01-01,Senior Engineer,2002-01-17
447966,Kamakshi,Hebert,9999-01-01,Engineer,1997-01-17
449984,Hinrich,Perin,9999-01-01,Senior Engineer,1993-11-20
449984,Hinrich,Perin,9999-01-01,Engineer,1985-11-20
450184,Selwyn,Henseler,9999-01-01,Senior Engineer,1993-03-09
452956,Gou,Thombley,9999-01-01,Senior Engineer,1987-04-09
453154,Gao,Lally,9999-01-01,Staff,1996-03-01
455284,Luisa,Baig,9999-01-01,Senior Engineer,2002-07-12
455284,Luisa,Baig,9999-01-01,Engineer,1996-07-12
457611,Indrajit,Krogh,9999-01-01,Engineer,1998-09-18
459356,Pramod,Wendorf,9999-01-01,Engineer,1998-12-25
460707,Yoshinari,Lanteri,9999-01-01,Senior Engineer,2001-12-25
460707,Yoshinari,Lanteri,9999-01-01,Engineer,1996-12-25
465853,Kwan,Kampfer,9999-01-01,Staff,1998-10-16
466603,Yechezkel,Nourani,9999-01-01,Staff,1991-08-01
466603,Yechezkel,Nourani,9999-01-01,Senior Staff,1996-07-31
469399,Hongzhu,Ruemmler,9999-01-01,Engineer,1999-02-14
469867,Hein,Jonsson,9999-01-01,Staff,1985-02-12
469867,Hein,Jonsson,9999-01-01,Senior Staff,1990-02-12
472052,Godehard,Chinal,9999-01-01,Assistant Engineer,1995-12-09
472790,Zhenbing,Ibel,9999-01-01,Senior Engineer,1985-10-29
478858,Hidekazu,Perna,9999-01-01,Staff,1999-11-08
480066,Suebskul,Menhardt,9999-01-01,Senior Engineer,1999-07-26
480066,Suebskul,Menhardt,9999-01-01,Engineer,1994-07-26
481764,Teiji,Marrakchi,9999-01-01,Senior Engineer,1986-08-26
482885,Shaunak,Brizzi,9999-01-01,Senior Engineer,2000-09-01
482885,Shaunak,Brizzi,9999-01-01,Engineer,1994-09-02
482885,Shaunak,Brizzi,9999-01-01,Assistant Engineer,1988-09-02
483978,Dung,Tanemo,9999-01-01,Staff,1990-01-28
483978,Dung,Tanemo,9999-01-01,Senior Staff,1995-01-28
487008,Zhigen,Raney,9999-01-01,Senior Staff,1993-05-26
488095,Francoise,Hegner,9999-01-01,Senior Staff,1997-12-23
488619,Georgy,Bennis,9999-01-01,Engineer,1998-04-11
488984,Kendra,Junet,9999-01-01,Staff,1986-02-28
488984,Kendra,Junet,9999-01-01,Senior Staff,1993-02-28
488788,Wuxu,Garigliano,9999-01-01,Staff,1990-09-21
488788,Wuxu,Garigliano,9999-01-01,Senior Staff,1997-09-21
494088,Phule,Dahlbom,9999-01-01,Senior Engineer,1997-02-06
494088,Phule,Dahlbom,9999-01-01,Engineer,1989-02-06
497391,Paris,Lieblein,9999-01-01,Engineer,1999-05-19
497835,Shuho,Laurillard,9999-01-01,Technique Leader,1999-10-06
498337,Naraig,Docker,9999-01-01,Staff,1997-05-17
13499,Kazuhiko,Sidou,9999-01-01,Technique Leader,1991-09-01
14127,Magdalena,Cannard,9999-01-01,Senior Engineer,2002-04-22
14127,Magdalena,Cannard,9999-01-01,Engineer,1994-04-22
20128,Kazunori,Peak,9999-01-01,Senior Staff,1999-08-13
20248,Vidar,Demri,9999-01-01,Staff,1999-12-31
21843,Karsten,Azadmanesh,9999-01-01,Senior Engineer,1985-11-29
24394,Zhonghui,Conta,9999-01-01,Staff,1994-09-10
26788,Zongyan,Dalphin,9999-01-01,Senior Engineer,1993-04-23
26788,Zongyan,Dalphin,9999-01-01,Engineer,1988-04-23
28974,Chenxi,Sundgren,9999-01-01,Senior Engineer,1986-09-02
29782,Jouko,Hellwagner,9999-01-01,Senior Engineer,1994-12-21
30182,Leon,Potthoff,9999-01-01,Senior Engineer,1993-12-08
30182,Leon,Potthoff,9999-01-01,Engineer,1985-12-08
30465,Randi,Avouris,9999-01-01,Senior Engineer,1991-07-16
30465,Randi,Avouris,9999-01-01,Engineer,1986-07-16
33722,Anwar,Collette,9999-01-01,Senior Engineer,1994-03-22
34261,Kyoichi,Callaway,9999-01-01,Staff,1990-12-30
34261,Kyoichi,Callaway,9999-01-01,Senior Staff,1996-12-29
37070,Jeong,Undy,9999-01-01,Staff,1985-02-13
37070,Jeong,Undy,9999-01-01,Senior Staff,1993-02-13
40773,Shimshon,Aingworth,9999-01-01,Staff,1986-04-13
40773,Shimshon,Aingworth,9999-01-01,Senior Staff,1991-04-13
41114,Petter,Thummel,9999-01-01,Technique Leader,1995-12-24
43733,Huei,Boguraev,9999-01-01,Staff,1993-12-31
43733,Huei,Boguraev,9999-01-01,Senior Staff,1998-12-31
44540,Mingzeng,Sadowski,9999-01-01,Senior Engineer,1989-11-12
44962,Sariel,Wynblatt,9999-01-01,Assistant Engineer,1996-05-18
50293,Xinan,Rindone,9999-01-01,Engineer,1996-10-08
51057,Theirry,Albarhamtoshy,9999-01-01,Staff,1991-09-27
51057,Theirry,Albarhamtoshy,9999-01-01,Senior Staff,1996-09-26
52778,Alain,Penn,9999-01-01,Technique Leader,1986-05-03
53499,Zdislav,Mandelberg,9999-01-01,Senior Engineer,2000-09-10
53499,Zdislav,Mandelberg,9999-01-01,Engineer,1994-09-11
53874,Bodo,Schade,9999-01-01,Staff,1986-02-14
53874,Bodo,Schade,9999-01-01,Senior Staff,1995-02-14
55640,Adit,Syrotiuk,9999-01-01,Senior Engineer,1999-07-16
55640,Adit,Syrotiuk,9999-01-01,Engineer,1993-07-16
56105,Makato,Remmers,9999-01-01,Senior Engineer,1994-04-16
56105,Makato,Remmers,9999-01-01,Engineer,1989-04-16
56829,Nagui,Gruenwald,9999-01-01,Engineer,1995-12-24
60238,Erzsebet,Claffy,9999-01-01,Staff,1997-03-03
60821,Moty,Mersereau,9999-01-01,Staff,1991-09-03
60821,Moty,Mersereau,9999-01-01,Senior Staff,1999-09-03
60845,Bedir,Siegrist,9999-01-01,Engineer,1997-05-13
60959,Tetsushi,Sridhar,9999-01-01,Staff,1989-01-12
60959,Tetsushi,Sridhar,9999-01-01,Senior Staff,1997-01-12
61873,Woody,Rusmann,9999-01-01,Engineer,2002-02-26
61873,Woody,Rusmann,9999-01-01,Assistant Engineer,1993-02-26
63631,Falguni,Cherinka,9999-01-01,Senior Engineer,1986-09-08
64532,Atilio,Segond,9999-01-01,Senior Engineer,1996-11-28
64532,Atilio,Segond,9999-01-01,Engineer,1990-11-29
64828,Krister,Pappas,9999-01-01,Staff,1999-09-30
65171,Jeane,Tasistro,9999-01-01,Technique Leader,1994-07-06
72640,Honglan,Hutton,9999-01-01,Senior Engineer,1998-10-04
72640,Honglan,Hutton,9999-01-01,Engineer,1993-10-04
74344,Hiroyasu,Provine,9999-01-01,Engineer,1994-11-25
74668,Masako,Bonifati,9999-01-01,Senior Staff,1987-04-09
77303,Xinglin,Birge,9999-01-01,Staff,1992-03-05
77303,Xinglin,Birge,9999-01-01,Senior Staff,2001-03-05
78871,Conor,Ghandeharizadeh,9999-01-01,Senior Engineer,1985-05-25
80948,Harjit,Bardell,9999-01-01,Senior Engineer,1996-05-23
80948,Harjit,Bardell,9999-01-01,Engineer,1991-05-24
84179,Shuichi,Nanard,9999-01-01,Senior Engineer,1989-03-14
85288,Younwoo,Luders,9999-01-01,Senior Engineer,2002-03-31
85288,Younwoo,Luders,9999-01-01,Engineer,1995-03-31
86655,Zhenhua,Lorys,9999-01-01,Engineer,1995-08-21
86354,Ronghao,Segond,9999-01-01,Senior Engineer,1993-09-13
87353,Quingbo,Coombs,9999-01-01,Senior Engineer,1999-01-17
88411,Lena,Cannane,9999-01-01,Engineer,2000-01-28
91172,Kazuhisa,Melter,9999-01-01,Staff,1987-07-16
91172,Kazuhisa,Melter,9999-01-01,Senior Staff,1993-07-15
90518,Fumiko,Chepyzhov,9999-01-01,Staff,1988-01-28
90518,Fumiko,Chepyzhov,9999-01-01,Senior Staff,1997-01-27
91182,Lucien,Schwartzburd,9999-01-01,Senior Engineer,1994-08-25
91182,Lucien,Schwartzburd,9999-01-01,Engineer,1988-08-25
91256,Gunilla,Milicic,9999-01-01,Staff,1998-01-09
92438,Aria,Kilgore,9999-01-01,Senior Engineer,1996-02-28
92438,Aria,Kilgore,9999-01-01,Engineer,1989-02-27
93220,Richara,Walston,9999-01-01,Senior Engineer,1996-08-27
95181,Yishai,Cappelli,9999-01-01,Staff,1997-01-30
95416,Gianluca,Ramaiah,9999-01-01,Engineer,1993-11-29
96579,Mohan,Tasistro,9999-01-01,Engineer,1996-02-10
96767,Arumugam,Vecchio,9999-01-01,Senior Engineer,1992-08-14
96767,Arumugam,Vecchio,9999-01-01,Engineer,1985-08-14
99373,Xiaobin,Christianini,9999-01-01,Staff,1985-12-25
99373,Xiaobin,Christianini,9999-01-01,Senior Staff,1991-12-25
99057,Shugo,Reeken,9999-01-01,Staff,1999-06-21
104133,Pranjal,Zyda,9999-01-01,Staff,1991-07-03
104133,Pranjal,Zyda,9999-01-01,Senior Staff,1998-07-03
105342,Kwun,Reeker,9999-01-01,Technique Leader,1999-07-29
105520,Haldun,Lienhardt,9999-01-01,Senior Staff,1987-01-29
109211,Gor,Delgrande,9999-01-01,Senior Engineer,2001-11-06
109211,Gor,Delgrande,9999-01-01,Engineer,1995-11-07
109598,Stamatina,Auyong,9999-01-01,Senior Staff,1988-07-05
203495,Zongyan,Gips,9999-01-01,Technique Leader,1997-05-31
203599,Ewing,DiGiano,9999-01-01,Technique Leader,2000-02-01
205174,Leszek,Spinelli,9999-01-01,Staff,1998-12-10
207401,Shuji,Barbanera,9999-01-01,Staff,1987-08-10
207401,Shuji,Barbanera,9999-01-01,Senior Staff,1993-08-09
207980,Remko,Vieth,9999-01-01,Staff,1990-11-22
207980,Remko,Vieth,9999-01-01,Senior Staff,1999-11-22
209712,Nimmagadda,Baak,9999-01-01,Engineer,1995-10-30
209712,Nimmagadda,Baak,9999-01-01,Assistant Engineer,1987-10-30
213016,Yongmao,Fontan,9999-01-01,Senior Engineer,1998-07-26
213016,Yongmao,Fontan,9999-01-01,Engineer,1993-07-26
213447,Armond,Perly,9999-01-01,Senior Engineer,1996-09-14
213447,Armond,Perly,9999-01-01,Engineer,1989-09-14
214215,Xiaoqiang,Cardazo,9999-01-01,Senior Staff,1993-05-28
214391,Rayond,Klassen,9999-01-01,Staff,1993-09-11
214391,Rayond,Klassen,9999-01-01,Senior Staff,1999-09-11
214789,Arfst,Chepyzhov,9999-01-01,Senior Engineer,1997-02-06
214789,Arfst,Chepyzhov,9999-01-01,Engineer,1989-02-06
215419,Flemming,Kroha,9999-01-01,Staff,1995-01-23
217026,Otmar,Engberts,9999-01-01,Staff,1993-08-16
217026,Otmar,Engberts,9999-01-01,Senior Staff,1998-08-16
217286,Yannik,Spelt,9999-01-01,Technique Leader,1992-09-22
217320,Abdelwaheb,Denis,9999-01-01,Engineer,1993-09-10
217363,Horward,Marzano,9999-01-01,Staff,1996-04-11
217800,Shay,Servieres,9999-01-01,Senior Staff,1998-08-06
220528,Sibyl,Rabehasaina,9999-01-01,Senior Staff,1998-02-23
221973,Sangeeta,Kalefeld,9999-01-01,Staff,1990-06-06
221973,Sangeeta,Kalefeld,9999-01-01,Senior Staff,1996-06-05
222616,Badri,Schapire,9999-01-01,Assistant Engineer,1998-01-19
227476,Macha,Schnabel,9999-01-01,Senior Engineer,1996-05-11
227476,Macha,Schnabel,9999-01-01,Engineer,1988-05-11
228248,Yuriy,Plump,9999-01-01,Staff,1988-09-08
228248,Yuriy,Plump,9999-01-01,Senior Staff,1995-09-09
229547,Moni,Schach,9999-01-01,Staff,1986-07-04
229547,Moni,Schach,9999-01-01,Senior Staff,1991-07-04
231069,Trygve,Siksek,9999-01-01,Staff,1995-11-09
232209,Nitsan,Rouquie,9999-01-01,Senior Engineer,1995-08-02
232209,Nitsan,Rouquie,9999-01-01,Engineer,1988-08-01
233426,Etsuo,Usery,9999-01-01,Senior Engineer,2000-03-01
233426,Etsuo,Usery,9999-01-01,Engineer,1995-03-02
233785,Baziley,Ballarin,9999-01-01,Staff,1987-07-28
233785,Baziley,Ballarin,9999-01-01,Senior Staff,1995-07-28
